  28,Behme R;Pasternak J,"['dna', 'base', 'composit', 'free', 'live', 'nematod', 'speci', 'mean', 'base', 'composit', 'gc', 'dna', 'sampl', 'five']"
  29,Bird AF,"['method', 'distinguish', 'live', 'dead', 'sinc', 'sometim', 'difficult', 'distinguish']"
  30,Brenner S,"['genet', 'behaviour', 'grow', 'interest', 'studi', 'genet']"
  31,Brenner S,"['genet', 'caenorhabd', 'elegan', 'method', 'describ', 'isol', 'complement']"
  33,Brun J,"['evolut', 'de', 'la', 'prophas', 'meiotiqu', 'chez', 'c', 'elegan', 'maupa', 'french']"
  34,Brun J,"['genet', 'adapt', 'c', 'elegan', 'nematoda', 'high', 'taken', 'directli', 'strain', 'kept', 'sever', 'year']"
  36,Brun JL,"['ladapt', 'aux', 'temperatur', 'eleve', 'chez', 'un', 'nematod', 'c', 'caenorhabd', 'elegan', 'nematod', 'strain', 'almost']"
  37,Brun JL,"['ladptat', 'aux', 'temperatur', 'eleve', 'chez', 'un', 'nematod', 'c', 'psychrophil', 'bergerac', 'stock', 'c', 'elegan']"
  38,Brun JL,"['ladapt', 'aux', 'temperatur', 'eleve', 'chez', 'un', 'nematod', 'c', 'experiment', 'condit', 'caenorhabd', 'elegan']"
  39,Brun JL,"['influenc', 'de', 'condit', 'de', 'milieu', 'sur', 'la', 'fecondit', 'de', 'c', 'grown', 'xenic', 'condit', 'fertil']"
  41,Brun JL,"['structur', 'organis', 'et', 'variat', 'du', 'materiel', 'genetiqu', 'grown', 'xenic', 'condit', 'fertil']"
  42,Brun JL;Lebre D,"['influenc', 'parent', 'age', 'fecund', '1st', 'french']"
  44,Bryant C;Nicholas WL;Jantunen R,"['aspect', 'respiratori', 'metabol', 'c', 'briggsa', 'method', 'describ', 'product', 'larg', 'number']"
  45,Buecher EJ;Hansen EL,"['yeast', 'extract', 'supplement', 'chemic', 'defin', 'medium', 'caenorhabd', 'briggsa', 'free', 'live', 'soil', 'nematod']"
  46,Buecher EJ;Hansen EL,"['mass', 'cultur', 'axen', 'nematod', 'use', 'continu', 'aerat', 'biochem', 'physiolog', 'studi', 'nematod', 'often']"
  47,Buecher EJ;Hansen EL;Gottfried T,"['yeast', 'ribosom', 'sourc', 'growth', 'factor', 'nematod', 'current', 'interest', 'studi', 'nematod']"
  48,Buecher EJ;Hansen EL;Gottfried T,"['nematod', 'growth', 'factor', 'baker', 'yeast', 'extract', 'prepar', 'commerci', 'avail', 'yeast']"
  49,Buecher EJ;Hansen E;Yarwood EA,"['ficol', 'activ', 'protein', 'essenti', 'matur', 'previou', 'work', 'axen', 'cultur', 'free', 'live']"
  50,Buecher EJ;Hansen EL;Yarwood EA,"['growth', 'nematod', 'defin', 'medium', 'contain', 'hemin', 'shown', 'sever', 'freeliv', 'nematod']"
  51,Buecher EJ;Hansen EL;Yarwood EA,"['cultiv', 'c', 'briggsa', 'turbatrix', 'aceti', 'defin', 'follow', 'report', 'addit', 'hemin', 'cholesterol']"
  52,Buecher EJ;Perez-Mendez G;Hansen EL,"['role', 'precipit', 'activ', 'treatment', 'axen', 'cultur', 'caenorhabd', 'briggsa', 'free', 'live']"
  53,Byerly L;Cassada RC;Russell RL,"['machin', 'rapidli', 'count', 'measur', 'size', 'machin', 'develop', 'accur', 'count', 'size']"
  54,Byerly L;Cassada RC;Russell RL,"['life', 'cycl', 'nematod', 'c', 'elegan', 'wild', 'type', 'growth', 'reproduct', 'small', 'nematod']"
  55,Byerly L;Scherer S;Russell RL,"['life', 'cycl', 'nematod', 'c', 'elegan', 'ii', 'simplifi', 'simpl', 'method', 'character', 'develop']"
  58,Cassada RC;Russell RL,"['dauerlarva', 'postembryon', 'development', 'variant', 'postembryolog', 'develop', 'freeliv']"
  60,Castillo JM;Kisiel MJ;Zuckerman BM,"['studi', 'effect', '2', 'procain', 'prepar', 'c', 'concentr', '036', 'mm', 'procain', 'signific']"
  61,Cayrol JC;Brun J,"['etud', 'different', 'temperatur', 'de', 'lactivit', 'predatric', 'french']"
  63,Cayrol JC;Dreyfus B,"['etud', 'preliminair', 'sur', 'le', 'relat', 'entr', 'nematod', 'first', 'prove', 'freeliv', 'nematod']"
  65,Chalfie M;Thomson JN,"['organ', 'neuron', 'microtubul', 'nematod', 'c', 'studi', 'organ', 'microtubul', 'neuron']"
  66,Cheng AC;Lu NC;Briggs GM;Stokstad ELR,"['effect', 'particul', 'materi', 'popul', 'growth', 'recent', 'investig', 'shown', 'ingest']"
  67,Chitwood BG,"['studi', 'physiolog', 'function', 'morpholog', 'intravitam', 'stain', 'use', 'determin', 'function']"
  69,Colonna WJ;McFadden BA,"['isocitr', 'lyas', 'parasit', 'free', 'live', 'nematod', 'isocitr', 'lyas', 'malat', 'synthas', 'demonstr']"
  70,Cooper AF;Van Gundy SD,"['senesc', 'quiescenc', 'cryptobiosi', 'word', 'senesc', 'quiescenc', 'cryptobiosi', 'describ']"
  72,Cooper AF Jr;Van Gundy SD,"['metabol', 'glycogen', 'neutral', 'lipid', 'aphelenchu', 'starv', 'aphelenchu', 'avena', 'surviv', '34', 'week']"
  73,Cooper AF;Van Gundy SD,"['ethanol', 'product', 'util', 'aphelenchu', 'avena', 'microaerob', 'anaerob', 'environ', 'principl']"
  74,Cooper AF Jr;Van Gundy SD;Stolzy LH,"['nematod', 'reproduct', 'environ', 'fluctuat', 'reproduct', 'aphelenchu', 'avena', 'rear', 'rhizoctonia']"
  75,Croll NA,"['compon', 'pattern', 'behaviour', 'nematod', 'c', 'behaviour', 'activ', 'movement', 'feed']"
  76,Croll NA,"['indolealkylamin', 'coordin', 'nematod', 'nematod', 'movement', 'result', 'spontan', 'myogen']"
  77,Croll NA,"['c', 'elegan', 'nematoda', 'rhabditida', 'bump', 'bead', 'c', 'elegan', 'bump', 'bead', 'stop', 'move']"
  78,Croll NA,"['behavior', 'coordin', 'nematod', 'c', 'elegan', 'bump', 'bead', 'stop', 'move']"
  79,Croll NA,"['sensori', 'mechan', 'nematod', 'recent', 'unpreced', 'advanc']"
  80,Croll NA;Smith JM,"['integr', 'behaviour', 'feed', 'phase', 'c', 'elegan', 'caenorhabd', 'elegan', 'spend', 'life', 'feed']"
  81,Croll NA;Smith JM;Zuckerman BM,"['age', 'process', 'nematod', 'c', 'elegan', 'bacteri', 'much', 'known', 'morpholog']"
  82,Culotti JG;Russell RL,"['osmot', 'avoid', 'defect', 'mutant', 'nematod', 'c', 'wildtyp', 'strain', 'nematod', 'caenorhabd', 'elegan']"
  83,Delavault R,"['la', 'teneur', 'en', 'acid', 'desoxyribonucleiqu', 'de', 'noyaux', 'sexuel', 'french']"
  84,Delavault R,"['etud', 'cytologiqu', 'de', 'acid', 'nucleiqu', 'chez', 'un', 'nematod', 'french']"
  85,Delavault R,"['croissanc', 'de', 'ovotesti', 'pui', 'de', 'ovair', 'chez', 'un', 'nematod', 'french']"
  86,Delavault R,"['developp', 'croissanc', 'et', 'fonctionn', 'de', 'glan', 'french']"
  87,DeNiro MJ;Epstein S,"['influenc', 'diet', 'distribut', 'carbon', 'isotop', 'influenc', 'diet', 'distribut', 'carbon']"
  88,Deppe U;Schierenberg E;Cole T;Krieg C;Schmitt D;Yoder B;von,"['cell', 'lineag', 'embryo', 'nematod', 'c', 'elegan', 'embryogenesi', 'freeliv', 'soil', 'nematod']"
  89,Deubert KH;Zuckerman BM,"['histochem', 'demonstr', 'cytochrom', 'oxidas', 'histochem', 'procedur', 'demonstr']"
  90,Dion M;Brun JL,"['genet', 'map', 'freeliv', 'nematod', 'c', 'elegan', 'genet', 'studi', 'two', 'dwarf', 'spontan', 'mutant']"
  92,Dougherty EC,"['steril', 'piec', 'chick', 'embryo', 'medium', 'past', 'eight', 'month', 'ie', 'sinc', 'decemb', '1948']"
  93,Dougherty EC,"['axen', 'cultiv', 'rhabditi', 'briggsa', 'dougherti', 'obviou', 'success', 'cultiv', 'vitro']"
  94,Dougherty EC,"['axen', 'cultiv', 'rhabditi', 'briggsa', 'dougherti', 'axen', 'cultiv', 'ie', 'growth', 'absenc']"
  95,Dougherty EC,"['genu', 'subfamili', 'rhabditina', 'micolitzki', '1922', 'axen', 'cultiv', 'ie', 'growth', 'absenc']"
  96,Dougherty EC,"['genu', 'speci', 'subfamili', 'rhabditina', 'osch', '1952', 'recent', 'publish', 'sore', 'need']"
  97,Dougherty EC,"['introduct', 'axen', 'cultur', 'invertebr', 'metazoa', 'consult', 'editor', 'saw', 'take', 'opportun']"
  98,Dougherty EC,"['cultiv', 'aschelminth', 'especi', 'rhabditid', 'purpos', 'present', 'chapter', 'noun']"
 100,Dougherty EC;Calhoun HG,"['possibl', 'signific', 'freeliv', 'nematod', 'genet', 'freeliv', 'nematod', 'subord', 'rhabditina']"
 102,Dougherty EC;Hansen EL,"['axen', 'cultiv', 'caenorhabd', 'briggsa', 'nematoda', 'freeliv', 'soildwel', 'hermaphrodit', 'rhabditid']"
 103,Dougherty EC;Hansen EL,"['folic', 'acid', 'requir', 'antagon', 'recent', 'report', 'high', 'folic', 'acid', 'fa']"
 104,Dougherty EC;Hansen EL;Nicholas WL;Mollett JA;Yarwood EA,"['axen', 'cultiv', 'caenorhabd', 'briggsa', 'nematoda', 'detail', 'summari', 'method', 'axen', 'cultiv']"
 105,Dougherty EC;Keith DF,"['axen', 'cultiv', 'rhabditi', 'briggsa', 'dougherti', 'immedi', 'preced', 'paper', 'dougherti', '1953']"
 106,Dougherty EC;Nigon V,"['effect', 'acriflavin', 'mixtur', 'acriflavin', 'form', 'hydrochlorid', 'two']"
 107,Dougherty EC;Raphael JC;Alton CM,"['axen', 'cultiv', 'rhabditi', 'briggsa', 'experi', 'acriflavin', 'form', 'hydrochlorid', 'two']"
 108,Drechsler C,"['new', 'speci', 'stylopag', 'prey', 'nematod', 'zopf', 'account', 'tha', 'captur', 'nematod']"
 109,Drechsler C,"['three', 'fungi', 'destruct', 'freeliv', 'terricol', 'sever', 'earlier', 'paper', 'compar', 'treatment']"
 110,Drechsler C,"['three', 'new', 'hyphomycet', 'prey', 'freeliv', 'terricol', 'earlier', 'paper', 'given', 'compar', 'account', '18']"
 111,Drechsler C,"['hyphomycet', 'parasit', 'freeliv', 'terricol', 'agar', 'plate', 'cultur', 'prepar', 'isol', 'parasit']"
 112,Drechsler C,"['three', 'hyphomycet', 'captur', 'nematod', 'adhes', 'sever', 'previou', 'paper', 'descript', 'treatment', 'given']"
 113,Drechsler C,"['speci', 'harposporium', 'invad', 'nematod', 'host', '1874', 'lohd', 'briefli', 'describ', 'hyphomycet', 'found']"
 114,Dropkin VH;Lower WR;Acedo J,"['growth', 'inhibit', 'c', 'elegan', 'panagrellu', 'redivivu', 'caenorhabd', 'elegan', 'panagrellu', 'redivivu']"
 115,Dusenbery DB,"['countercurr', 'separ', 'new', 'method', 'studi', 'new', 'method', 'analysi', 'behavior', 'small']"
 116,Dusenbery DB,"['analysi', 'chemotaxi', 'nematod', 'c', 'elegan', 'c', 'elegan', 'respond', 'sever', 'common', 'chemic']"
 117,Dusenbery DB,"['avoid', 'dtryptophan', 'nematod', 'c', 'elegan', 'chemotact', 'studi', 'employ', 'countercurr', 'separ']"
 118,Dusenbery DB,"['attract', 'nematod', 'c', 'elegan', 'pyridin', '1', 'nematod', 'c', 'elegan', 'attract', 'pyridin', '2']"
 119,Dusenbery DB,"['chemotact', 'behavior', 'mutant', 'nematod', 'c', 'elegan', 'wildtyp', 'c', 'elegan', '16', 'deriv', 'strain', 'previous']"
 120,Dusenbery DB,"['chemotact', 'respons', 'male', 'c', 'elegan', 'cultur', 'c', 'elegan', 'contain', 'high', 'proport']"
 121,Dusenbery DB;Anderson GL;Anderson EA,"['thermal', 'acclim', 'extens', 'behavior', 'thermal', 'acclim', 'freeliv', 'soil', 'nematod']"
 122,Dusenbery DB;Sheridan RE;Russell RL,"['chemotaxisdefect', 'mutant', 'nematod', 'c', 'elegan', 'techniqu', 'countercurr', 'separ', 'use']"
 123,Edgar RS;Wood WB,"['nematod', 'c', 'elegan', 'new', 'organ', 'intens', 'recent', 'confer', 'wood', 'hole', 'massachusett']"
 124,Emmons SW;Klass MR;Hirsh D,"['analysi', 'constanc', 'dna', 'sequenc', 'order', 'test', 'occurr', 'rearrang']"
 125,Epstein HF;Schachat FH;Wolff JA,"['molecular', 'genet', 'nematod', 'myosin', 'genet', 'small', 'freeliv', 'nematod']"
 126,Epstein HF;Harris HE;Schachat FH;Suddleson EA;Wolff JA,"['genet', 'molecular', 'studi', 'nematod', 'myosin', 'organ', 'contractil', 'system', 'requir']"
 127,Epstein HF;Isachsen MM;Suddleson EA,"['kinet', 'movement', 'normal', 'mutant', 'nematod', 'nematod', 'caenorhabd', 'elegan', 'strongli', 'attract']"
 128,Epstein HF;Thomson JN,"['temperatur', 'sensit', 'mutat', 'affect', 'myofila', 'assembl', 'contractil', 'calciumrel', 'regulatori']"
 129,Epstein HF;Waterston RH;Brenner S,"['mutant', 'affect', 'heavi', 'chain', 'myosin', 'c', 'elegan', 'set', 'noncompl', 'closelylink', 'ethyl']"
 130,Epstein J;Castillo J;Himmelhoch S;Zuckerman BM,"['ultrastructur', 'studi', 'c', 'briggsa', 'studi', 'fine', 'structur', 'caenorhabd', 'briggsa']"
 131,Epstein J;Gershon D,"['studi', 'age', 'nematod', 'iv', 'effect', 'effect', 'antioxid', 'atocopherolquinon', 'atq']"
 132,Epstein J;Himmelhoch S;Gershon D,"['studi', 'age', 'nematod', 'iii', 'electronmicroscop', 'freeliv', 'nematod', 'caenorhabd', 'briggsa', 'use']"
 135,Fatt HV,"['nutrit', 'requir', 'reproduct', '1', 'temperaturesensit', 'c', 'elegan', 'bergerac']"
 137,Fatt HV;Dougherty EC,"['genet', 'control', 'differenti', 'heat', 'toler', 'two', 'two', 'strain', 'bergerac', 'bristol', 'nematod']"
 138,Fiakpui EZ,"['effect', 'piperazin', 'methyridin', 'biolog', 'effect', 'methyridin', 'piperazin']"
 140,Friedman PA;Platzer EG;Eby JE,"['speci', 'differenti', 'c', 'briggsa', 'c', 'elegan', 'identif', 'five', 'laboratori', 'strain', '15', 'put']"
 141,Fuchs AC,"['neue', 'parasitisch', 'und', 'halbparasitisch', 'nematoden', 'bei', 'identif', 'five', 'laboratori', 'strain', '15', 'put']"
 142,Galsky AG;Monoson HL;Williams SA,"['bioassay', 'measur', 'crude', 'nematod', 'extract', 'bioassay', 'quantit', 'measur', 'abil']"
 143,Garcea RL;Schachat F;Epstein HF,"['coordin', 'synthesi', 'two', 'myosin', 'wildtyp', 'mutant', 'paper', 'examin', 'role', 'two', 'myosin']"
 146,Ghiselin M,"['evolut', 'hermaphrodit', 'among', 'anim', 'possibl', 'select', 'advantag', 'includ', 'new', 'one']"
 147,Golovin E,"['nabliudeniia', 'nad', 'nematodami', 'okonchani', 'possibl', 'select', 'advantag', 'includ', 'new', 'one']"
 148,Gochnauer MB;McCoy E,"['respons', 'soil', 'nematod', 'rhabditi', 'briggsa', 'two', 'main', 'phase', 'research', 'antibiot']"
 149,Guerrero J;Silverman PH,"['ascari', 'suum', 'immun', 'reaction', 'mous', 'ii', 'metabol', 'immunolog', 'activ', 'somat', 'metabol', 'antigen']"
 151,Haight M;Frim J;Pasternak J;Frey H,"['freezethaw', 'surviv', 'freeliv', 'nematod', 'c', 'long', 'time', 'nematod', 'note', 'abil']"
 152,Hansen EL;Berntzen AK,"['develop', 'c', 'briggsa', 'hymenolepsi', 'nana', 'chemic', 'defin', 'medium', 'supplement', 'proteinac']"
 153,Hansen EL;Buecher EJ,"['biochem', 'approach', 'systemat', 'studi', 'axen', 'applic', 'biochem', 'systemat', 'nematolog']"
 154,Hansen EL;Buecher EJ,"['effect', 'insect', 'hormon', 'nematod', 'axen', 'cultur', 'insect', 'juvenil', 'hormon', 'jh', 'jh', 'mimet']"
 155,Hansen EL;Buecher EJ;Yarwood EA,"['develop', 'matur', 'c', 'briggsa', 'respons', 'cultur', 'characterist', 'caenorhabd', 'briggsa']"
 156,Hansen EL;Cryan WS,"['continu', 'axen', 'cultur', 'freeliv', 'nematod', 'new', 'method', 'continu', 'thin', 'film', 'axen', 'cultur']"
 157,Hansen EL;Perez-Mendez G;Buecher EJ,"['glycogen', 'supplement', 'medium', 'axen', 'cultiv', 'freeliv', 'nematod', 'cultur', 'continu']"
 158,Harris H;Tso M-Y W;Epstein HF,"['actin', 'myosinlink', 'calcium', 'regul', 'c', 'elegan', 'calcium', 'regul', 'actomyosin', 'activ', 'nematod']"
 159,Harris HE;Epstein HF,"['myosin', 'paramyosin', 'c', 'elegan', 'biochem', 'myosin', 'paramyosin', 'purifi', 'nematod']"
 160,Hedgecock EM,"['mate', 'system', 'c', 'elegan', 'evolutionari', 'equilibrium', 'mani', 'hermaphrodit', 'speci', 'includ', 'small', 'soil']"
 161,Hedgecock EM;Russell RL,"['normal', 'mutant', 'thermotaxi', 'nematod', 'c', 'elegan', 'grown', 'temperatur', '16c', '25c', 'place']"
 162,Herman RK;Albertson DG;Brenner S,"['chromosom', 'rearrang', 'c', 'elegan', 'method', 'select', 'unlink', 'duplic', 'part']"
 163,Herman RK,"['crossov', 'suppressor', 'balanc', 'recess', 'lethal', 'c', 'two', 'domin', 'suppressor', 'cross']"
 164,Herman RK;Madl JE;Kari CK,"['duplic', 'c', 'elegan', 'thirteen', 'chromosom', 'duplic', 'unlink']"
 165,Hieb WF;Rothstein M,"['sterol', 'requir', 'reproduct', 'freeliv', 'freeliv', 'hermaphrodit', 'nematod', 'caenorhabd']"
 166,Hieb WF;Rothstein M,"['isol', 'liver', 'heatstabl', 'requir', 'freeliv', 'nematod', 'grown', 'axen', 'cultur', 'requir']"
 167,Hieb WF;Stokstad ELR;Rothstein M,"['heme', 'requir', 'reproduct', 'freeliv', 'freeliv', 'hermaphrodit', 'nematod', 'caenorhabd']"
 168,Higgins BJ;Hirsh D,"['roller', 'mutant', 'nematod', 'c', 'elegan', 'wild', 'type', 'nematod', 'caenorhabd', 'elegan', 'move']"
 169,Himmelhoch S;Zuckerman BM,"['c', 'briggsa', 'age', 'structur', 'turnov', 'outer', 'expos', 'surfac', 'caenorhabd', 'briggsa', 'examin']"
 170,Himmelhoch S;Kisiel MJ;Zuckerman BM,"['c', 'briggsa', 'electron', 'microscop', 'analysi', 'chang', 'neg', 'surfac', 'charg', 'densiti', 'outer', 'cuticular']"
 172,Hirsh D,"['pattern', 'gene', 'express', 'develop', 'much', 'discuss', 'symposium', 'address']"
 174,Hirsh D;Oppenheim D;Klass M,"['develop', 'reproduct', 'system', 'c', 'elegan', 'morpholog', 'studi', 'growth', 'develop']"
 175,Hirsh D;Vanderslice R,"['temperaturesensit', 'development', 'mutant', 'c', 'elegan', '200', 'temperaturesensit', 'mutant', 'nematod']"
 176,Hirsh D;Wood WB;Hecht R;Carr S;Vanderslice R,"['express', 'gene', 'essenti', 'earli', 'develop', 'genet', 'test', 'matern', 'effect', 'perform']"
 177,Hitcho PJ;Thorson RE,"['behavior', 'freeliv', 'plantparasit', 'nematod', 'posit', 'thermotact', 'behavior', 'demonstr']"
 178,Hodgkin JA;Brenner S,"['mutat', 'caus', 'transform', 'sexual', 'phenotyp', 'ten', 'mutat', 'describ', 'transform', 'genotyp']"
 179,Hodgkin J;Horvitz HR;Brenner S,"['nondisjunct', 'mutant', 'nematod', 'c', 'elegan', 'frequenc', 'male', '5aaxo', 'among', 'self', 'progeni']"
 180,Johnson CD;Russell RL,"['rapid', 'simpl', 'radiometr', 'assay', 'cholinesteras', 'rapid', 'simpl', 'radiometr', 'assay', 'cholinesteras']"
 181,Hogger CH;Estey RH,"['cryofractur', 'scan', 'electron', 'microscop', 'nematod', 'prepar', 'scan', 'electron', 'microscopi']"
 182,Hogger CH;Estey RH;Kisiel MJ;Zuckerman BM,"['surfac', 'scan', 'observ', 'chang', 'c', 'briggsa', 'sem', 'observ', 'adult', 'caenorhabd', 'briggsa', 'femal']"
 183,Honda H,"['experiment', 'cytolog', 'studi', 'bisexu', 'hermaphrodit', 'gonad', 'rahbditi', 'elegan']"
 184,Horvitz HR;Brenner S;Hodgkin J;Herman RK,"['uniform', 'genet', 'nomenclatur', 'nematod', 'c', 'elegan', 'uniform', 'system', 'genet', 'nomenclatur', 'nematod']"
 185,Hosono R,"['age', 'depend', 'chang', 'behavior', 'c', 'elegan', 'method', 'analyz', 'respons', 'caenorhabd', 'elegan']"
 186,Hosono R,"['steril', 'growth', 'inhibit', 'c', 'elegan', 'free', 'live', 'nematod', 'often', 'use', 'studi']"
 187,Hosono R,"['sinusoid', 'movement', 'c', 'elegan', 'liquid', 'phase', 'nematod', 'caenorhabd', 'elegan', 'propag', 'sinusoid']"
 188,Hwang SW,"['freez', 'storag', 'nematod', 'liquid', 'nitrogen', 'freeliv', 'nematod', 'genu', 'aphelenchoid']"
 189,Jakstys BP;Silverman PH,"['effect', 'heterolog', 'antibodi', 'haemonchu', 'contortu', 'doubl', 'diffus', 'test', 'serum', 'obtain', 'rabbit']"
 190,Jantunen R,"['moult', 'c', 'briggsa', 'rhabditida', 'moult', 'caenorhabd', 'briggsa', 'observ']"
 191,Johnson K;Hirsh D,"['pattern', 'protein', 'synthes', 'develop', 'c', 'twodimension', 'gel', 'electrophoresi', 'use']"
 192,Kermarrec A,"['recherch', 'sur', 'le', 'ennemi', 'du', 'champignon', 'de', 'couch', 'investig', 'enemi', 'cultiv', 'mushroom']"
 193,Kimble J;Hirsh D,"['postembryon', 'cell', 'lineag', 'hermaphrodit', 'ancestri', 'cell', 'hermaphrodit', 'male']"
 194,Kimpinski J,"['nematod', 'associ', 'veget', 'princ', 'edward', 'twentyf', 'genu', 'nematod', 'identifi', 'six']"
 196,Kisiel MJ;Castillo JM;Zuckerman LS;Zuckerman BM;Himmelhoch,"['studi', 'age', 'turbatrix', 'aceti', 'morpholog', 'physiolog', 'chang', 'occur']"
 197,Kisiel MJ;Deubert KH;Zuckerman BM,"['biogen', 'amin', 'freeliv', 'nematod', 'c', 'briggsa', 'dopamin', 'epinephrin', 'norepinephrin', 'serotonin']"
 198,Kisiel MJ;Himmelhoch S;Zuckerman BM,"['c', 'briggsa', 'effect', 'aminopterin', 'characterist', 'featur', 'senesc', 'develop']"
 199,Kisiel MJ;Nelson B;Zuckerman BM,"['influenc', 'growth', 'factor', 'bacteria', 'sever', 'investig', 'report', 'nutrit']"
 200,Kisiel MJ;Nelson B;Zuckerman BM,"['effect', 'dna', 'synthesi', 'inhibitor', 'c', 'briggsa', 'effect', 'three', 'dna', 'synthesi', 'inhibitor', 'axen']"
 202,Kisiel MJ;Zuckerman BM,"['effect', 'centrophenoxin', 'nematod', 'c', 'briggsa', 'concentr', '136', 'mm', 'centrophenoxin', 'cultur']"
 203,Klass MR,"['age', 'nematod', 'c', 'elegan', 'major', 'biolog', 'freeliv', 'nematod', 'caenorhabd', 'elegan']"
 204,Klass M;Hirsh D,"['nonag', 'development', 'variant', 'c', 'elegan', 'studi', 'mechan', 'affect', 'rate', 'age']"
 205,Klass M;Wolf N;Hirsh D,"['develop', 'male', 'reproduct', 'system', 'sexual', 'small', 'freeliv', 'nematod', 'caenorhabd', 'elegan']"
 206,Klass MR;Wolf N;Hirsh D,"['character', 'temperaturesensit', 'temperaturesensit', 'sex', 'transform', 'tra2b202ii']"
 207,Klefenz HF;Zuckerman BM,"['review', 'compar', 'analysi', 'studi', 'enzym', 'chang', 'studi', 'enzym', 'chang', 'age', 'rodent']"
 208,Korner H,"['die', 'nematodenfauna', 'de', 'vergehenden', 'holz', 'und', 'ihr', 'studi', 'enzym', 'chang', 'age', 'rodent']"
 209,Kreis HA,"['freilebend', 'terristrisch', 'nematoden', 'au', 'der', 'umgebung', 'von', 'studi', 'enzym', 'chang', 'age', 'rodent']"
 210,Kreis HA,"['freilebend', 'terrestrisch', 'nematoden', 'au', 'der', 'umgebung', 'von', 'studi', 'enzym', 'chang', 'age', 'rodent']"
 211,Kreis HA;Faust EC,"['two', 'new', 'speci', 'rhabditi', 'r', 'macrocerca', 'r', 'studi', 'enzym', 'chang', 'age', 'rodent']"
 212,Krieg C;Cole T;Deppe U;Schierenberg E;Schmitt D;Yoder B;von,"['cellular', 'anatomi', 'embryo', 'nematod', 'c', 'elegan', 'describ', 'light', 'microscopi', 'embryogenesi']"
 214,Lewis JA;Hodgkin JA,"['specif', 'neuroanatom', 'chang', 'chemosensori', 'mutant', 'eight', 'nineteen', 'chemotact', 'mutant', 'nematod']"
 215,Liu A;Rothstein M,"['nematod', 'biochemistri', 'xv', 'enzym', 'chang', 'relat', '1', 'freeliv', 'nematod', 'caenorhabd', 'briggsa']"
 217,Lower WR;Buecher EJ,"['axen', 'cultur', 'nematod', 'easili', 'prepar', 'medium', 'aqueou', 'extract', 'ruptur', 'baker', 'yeast', 'ad']"
 218,Lower WR;Hansen EL;Yarwood EA,"['assay', 'proteinac', 'growth', 'factor', 'requir', 'time', 'matur', 'freeliv', 'protandr']"
